Country,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,max_infection_rate,min_infect_rate
Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,83.333,60.0,21.053,24.0,21.875,42.857,35.632,19.444,26.531,16.477,14.146,48.75,33.11,14.815,29.518,8.624,10.729,8.402,8.886,5.613,11.226,8.777,9.632,11.195,9.004,8.453,7.166,8.459,10.28,6.476,6.279,3.622,4.223,4.565,5.518,4.153,3.243,2.409,3.035,3.631,0.0,2.013,1.631,1.482,1.778,1.181,0.302,1.736,2.262,0.591,1.407,0.593,1.09,0.487,2.003,0.851,0.831,0.48,0.372,0.947,0.796,0.649,0.362,0.578,0.333,0.484,0.721,0.641,0.513,0.473,0.446,0.358,0.074,0.332,0.306,0.22,0.256,0.28,0.219,0.145,0.097,0.121,0.169,100.0,0.0
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,33.333,0.0,0.0,50.0,20.0,6.25,0.0,0.0,0.0,0.0,11.111,0.0,0.0,5.263,0.0,13.636,0.0,8.333,38.462,18.75,0.0,7.692,5.455,16.667,21.429,15.152,9.174,16.794,13.816,8.982,6.704,6.771,8.571,9.091,8.333,9.025,7.047,9.97,10.782,11.456,8.315,5.579,11.355,8.848,17.607,10.578,10.659,10.697,4.677,9.407,6.793,10.213,6.499,6.568,5.944,4.134,6.037,4.655,2.489,3.848,6.288,3.152,4.046,1.45,3.31,2.617,3.583,5.787,1.859,4.949,3.474,5.149,4.87,3.977,7.415,7.418,6.141,8.033,3.027,3.588,5.149,6.156,100.0,0.0
Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,20.0,0.0,0.0,16.667,0.0,0.0,0.0,62.5,15.789,5.0,28.571,9.677,41.509,61.029,42.373,21.07,34.141,9.381,31.37,5.928,11.314,9.979,8.561,11.49,12.527,8.161,6.387,6.989,11.404,8.499,12.515,9.866,4.684,10.738,16.171,6.667,5.348,5.035,4.388,6.306,4.187,4.84,5.842,8.554,7.747,1.509,8.026,8.505,0.832,11.992,5.071,9.673,6.575,6.154,4.539,4.218,4.77,5.881,7.683,7.16,5.177,4.884,4.092,5.025,8.408,2.317,6.775,8.007,5.268,5.446,6.567,2.725,1.369,7.761,0.0,3.367,4.686,4.187,4.209,100.0,0.0
Panama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,87.5,27.273,59.259,25.0,16.279,21.818,20.29,19.767,21.101,20.438,31.5,36.102,9.275,0.0,22.122,20.609,17.211,14.249,12.764,8.898,16.257,0.0,10.326,10.712,11.835,7.107,9.406,5.333,6.625,11.036,8.14,7.465,8.04,4.882,2.074,2.854,4.719,6.599,4.608,1.474,4.343,4.1,3.381,6.678,3.222,3.611,4.17,4.019,0.0,5.597,2.358,2.798,5.219,0.0,1.487,4.333,2.69,1.741,2.503,2.56,1.965,1.95,1.901,1.8,1.908,1.618,1.916,1.634,1.234,1.429,1.103,100.0,0.0
Papua New Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.429,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,16.667,0.0,0.0,25.0,11.111,18.182,0.0,15.385,27.778,18.182,0.0,18.519,27.027,9.756,21.154,7.143,5.085,7.812,1.538,5.797,10.39,16.304,4.167,7.692,7.965,1.739,3.361,4.032,3.876,3.008,0.746,8.844,7.547,1.242,7.471,12.563,1.485,1.942,0.962,0.0,2.347,0.0,4.484,2.193,0.0,0.0,4.603,0.0,10.15,20.12,10.0,6.566,4.578,3.712,2.045,4.762,17.94,18.287,3.366,1.519,1.764,0.405,1.857,0.659,2.442,1.018,0.254,4.946,0.48,100.0,0.0
Peru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,83.333,14.286,36.364,0.0,26.667,46.429,26.316,11.628,50.0,26.496,19.31,38.034,0.0,26.415,12.397,8.101,5.048,13.333,17.241,8.661,5.365,21.244,10.316,10.798,19.501,6.436,11.348,8.648,23.455,10.933,13.304,31.967,17.39,10.87,13.887,8.924,23.15,5.037,10.214,8.134,7.399,6.456,7.73,4.27,8.477,7.34,7.956,3.391,14.539,7.944,4.119,7.987,8.078,8.235,8.609,4.878,7.39,3.048,7.457,6.618,6.337,5.37,4.873,3.405,2.201,4.492,5.566,5.332,4.605,4.57,4.045,2.802,4.574,4.362,100.0,0.0
Philippines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,16.667,40.0,50.0,39.394,32.653,5.769,18.75,42.342,20.714,1.408,24.064,7.426,6.912,5.652,25.081,19.211,17.749,16.304,13.208,10.042,11.955,25.302,24.189,8.279,25.816,9.823,12.229,12.757,2.456,4.683,11.311,2.763,2.739,5.054,2.837,5.262,4.733,5.758,5.572,4.218,3.657,3.709,3.434,2.748,3.096,2.122,1.654,3.882,2.934,1.398,3.76,2.546,2.274,3.093,3.252,3.238,1.747,3.199,2.762,2.055,3.199,3.278,1.147,1.385,1.705,2.634,2.326,2.307,2.172,1.778,1.739,1.662,1.612,1.731,2.11,100.0,0.0
Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.0,0.0,54.545,31.25,27.273,29.032,36.735,27.941,33.981,13.445,32.768,25.63,5.179,29.296,16.471,20.709,15.457,15.354,16.87,14.272,13.923,12.095,15.201,12.03,9.392,11.077,9.514,13.306,12.918,6.727,11.58,7.047,8.973,6.859,6.637,6.381,6.309,4.765,3.75,3.721,5.012,4.243,5.502,4.152,5.868,3.19,2.668,3.078,3.254,3.498,3.38,2.961,2.395,2.586,3.339,1.84,1.74,2.019,2.322,2.235,2.945,2.096,2.04,2.076,1.821,2.157,2.021,3.516,1.645,2.333,2.226,1.32,1.468,1.885,1.988,2.386,100.0,0.0
Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,60.0,37.5,38.462,35.0,33.333,0.0,26.829,30.508,0.0,47.321,33.728,31.02,25.982,26.116,0.0,42.93,23.039,20.312,20.0,22.33,12.786,21.135,15.491,16.963,17.447,13.284,6.96,13.906,9.793,8.667,8.618,6.062,6.686,3.853,5.723,5.319,5.84,9.798,3.221,3.606,2.061,2.946,3.554,3.981,0.952,3.368,2.578,3.149,2.414,2.743,1.66,1.948,2.544,1.978,0.678,1.213,0.747,2.156,1.207,-0.639,0.364,0.948,0.693,1.833,1.995,2.028,0.504,0.634,0.354,0.838,0.778,0.66,0.924,0.788,0.778,0.592,0.758,0.769,100.0,-0.639
Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,66.667,0.0,57.143,12.5,0.0,0.0,0.0,46.667,16.667,25.0,90.84,0.0,18.125,5.045,15.96,8.656,0.0,2.876,1.739,2.128,2.287,2.632,1.397,4.753,2.048,2.186,2.313,4.746,6.94,8.514,11.268,6.467,12.013,11.721,18.868,17.394,12.445,10.938,6.923,6.987,5.414,7.918,8.426,7.799,5.747,7.626,9.554,12.009,6.889,8.076,9.426,7.929,8.514,8.024,8.927,8.901,9.031,8.511,5.679,5.118,6.302,4.874,5.218,4.366,3.953,5.548,4.618,4.86,6.49,5.297,5.28,4.669,6.068,5.238,6.13,3.918,4.995,5.006,4.018,4.598,4.019,100.0,0.0
Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.667,0.0,0.0,0.0,0.0,25.0,33.333,33.333,0.0,40.0,0.0,40.0,44.444,8.163,44.944,27.642,6.107,17.089,14.13,29.231,6.137,10.065,16.076,15.242,24.826,27.456,12.362,11.953,20.356,11.019,20.0,13.94,6.058,8.74,10.153,13.981,11.901,6.496,4.757,8.15,7.225,8.478,4.847,8.731,4.921,5.02,3.576,4.67,6.371,4.463,4.17,3.75,2.126,3.311,4.82,3.823,3.082,2.05,3.634,2.672,2.385,3.022,2.141,2.602,1.296,3.274,2.583,2.349,1.914,2.704,2.107,2.115,1.504,1.45,1.204,1.4,1.508,1.156,1.598,0.99,0.969,0.902,1.127,100.0,0.0
Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,25.0,69.231,0.0,23.529,0.0,15.0,0.0,28.571,37.778,23.729,6.349,30.0,21.053,22.449,26.131,21.344,17.32,16.621,16.21,11.515,24.772,21.667,18.919,18.038,17.601,16.449,21.438,15.844,21.731,14.485,12.302,12.21,15.04,15.393,13.549,14.401,14.987,12.272,13.862,13.957,13.146,13.834,12.342,12.716,13.005,14.141,9.058,10.693,9.028,7.605,8.524,7.999,7.858,7.112,6.852,5.876,6.666,6.933,7.757,7.895,7.284,6.502,6.364,6.339,5.695,5.445,5.252,5.266,4.693,4.139,3.954,4.032,3.382,3.446,3.071,3.088,2.839,100.0,0.0
Rwanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.0,28.571,12.5,0.0,52.941,0.0,10.526,47.222,10.0,2.439,18.0,7.407,10.0,14.286,0.0,6.667,8.537,2.381,5.618,12.745,1.923,0.952,0.0,4.545,0.0,6.78,1.667,4.762,0.787,5.224,1.471,1.449,3.497,0.694,2.041,0.0,2.0,1.961,0.649,12.5,3.825,4.188,7.729,2.358,5.778,7.407,2.41,2.353,1.544,0.766,0.0,2.612,1.107,0.733,2.5,1.408,0.351,0.35,0.348,0.0,0.0,0.692,1.027,1.684,3.571,1.911,100.0,0.0
Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,71.429,12.5,0.0,11.111,0.0,0.0,10.0,0.0,9.091,0.0,0.0,8.333,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,6.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Saint Lucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,66.667,0.0,30.769,0.0,0.0,0.0,7.143,0.0,0.0,0.0,0.0,0.0,6.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.765,0.0,0.0,0.0,5.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,33.333,57.143,0.0,0.0,12.5,0.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692,0.0,7.143,0.0,0.0,6.667,0.0,6.25,0.0,0.0,0.0,0.0,5.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.556,100.0,0.0
San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,87.5,20.0,37.5,23.81,0.0,8.696,36.111,0.0,29.412,17.742,10.145,13.75,0.0,20.792,7.339,0.0,8.403,0.0,17.361,0.0,17.714,6.417,0.0,10.096,0.0,6.726,0.446,0.0,2.609,2.542,0.0,3.673,0.0,5.405,2.632,0.0,4.659,0.0,16.216,3.198,3.371,0.0,0.0,4.043,0.269,12.676,2.069,4.396,1.302,0.216,2.941,2.459,2.595,2.339,0.0,4.647,0.0,2.712,1.776,1.054,1.897,0.0,0.344,0.0,1.188,3.125,2.251,0.161,2.198,-1.433,0.0,1.567,0.778,0.772,0.613,0.153,0.153,0.0,0.153,0.152,100.0,-1.433
Sao Tome and Principe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,42.857,12.5,0.0,0.0,30.435,86.782,0.0,6.952,10.096,0.0,0.0,0.0,0.0,5.455,6.383,0.0,0.0,0.0,4.472,1.992,0.0,100.0,0.0
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,54.545,26.667,25.0,4.762,53.333,47.674,16.505,0.0,12.712,30.994,0.0,37.591,20.349,12.245,23.288,9.075,26.728,14.778,11.067,8.333,8.229,7.39,10.599,7.038,9.128,8.753,7.553,6.425,9.284,7.793,6.798,4.673,10.8,9.97,9.472,9.615,9.566,8.102,8.41,8.119,10.669,13.681,11.621,10.702,9.862,8.934,8.313,7.761,7.344,6.98,6.852,6.306,6.191,5.938,5.577,5.35,5.746,5.741,5.273,5.282,5.316,4.801,4.589,4.897,4.793,4.452,4.249,4.35,4.691,5.46,4.997,4.522,4.192,4.303,100.0,0.0
Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,58.333,0.0,7.692,16.129,0.0,18.421,19.149,29.851,15.19,8.14,13.131,5.714,11.765,8.462,8.451,12.346,7.429,7.895,2.564,5.797,5.479,1.351,1.77,4.641,2.869,2.4,5.66,4.676,0.714,3.78,2.676,4.777,6.269,2.047,2.286,4.632,2.653,8.495,6.787,7.724,12.11,11.238,8.495,8.832,10.571,6.689,5.466,8.887,8.161,5.668,7.002,4.364,7.258,3.954,3.804,5.08,4.389,9.385,5.464,5.226,3.837,5.238,4.899,2.056,2.516,2.789,3.574,100.0,0.0
Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,80.0,58.333,36.842,45.714,23.913,4.167,12.727,15.385,21.687,19.417,23.704,21.053,22.973,10.843,17.822,21.094,0.0,15.974,30.653,11.066,5.605,12.778,15.094,9.479,20.664,9.113,14.885,13.273,10.094,8.215,7.011,7.665,8.136,6.887,10.459,9.205,8.373,8.368,6.538,5.072,5.128,4.706,3.774,3.555,1.814,2.766,3.805,3.27,2.816,2.613,2.602,3.164,0.0,3.771,1.078,0.973,1.24,1.164,0.579,0.955,0.887,0.0,1.415,0.654,0.505,0.762,0.613,0.553,1.074,0.832,0.317,0.923,100.0,0.0
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.333,25.0,0.0,33.333,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,9.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,50.0,33.333,0.0,0.0,14.286,0.0,12.5,0.0,20.0,0.0,9.091,15.385,13.333,42.308,13.333,14.286,18.605,14.0,18.033,4.688,21.951,0.0,11.828,0.0,10.577,0.0,16.129,8.824,12.258,6.627,6.742,10.553,11.556,2.597,10.117,11.684,5.212,9.172,0.0,12.661,5.147,8.725,3.247,8.515,2.697,2.809,6.316,100.0,0.0
Singapore,100.0,66.667,0.0,25.0,20.0,28.571,0.0,30.0,23.077,18.75,11.111,0.0,25.0,14.286,0.0,6.667,9.091,17.5,11.111,4.255,6.0,13.793,13.433,6.944,4.0,2.597,4.938,3.571,0.0,1.176,0.0,4.494,0.0,2.198,2.151,0.0,0.0,8.824,3.774,1.852,1.818,0.0,5.983,10.0,5.797,8.0,0.0,6.25,10.112,0.0,11.0,5.66,6.195,6.996,8.647,15.016,9.275,10.39,10.88,5.055,10.609,8.781,11.569,7.613,6.694,8.728,4.976,3.982,5.076,7.4,4.671,5.835,6.308,9.167,4.8,7.157,8.749,15.026,9.393,8.308,9.202,13.228,10.271,12.084,16.445,12.337,15.721,9.047,17.794,12.175,10.019,9.277,7.429,4.869,6.834,5.54,3.532,4.411,3.266,5.45,2.547,3.609,3.051,3.256,3.901,3.539,3.538,3.353,3.754,2.04,3.441,2.663,2.881,2.949,1.7,2.432,1.076,1.566,1.941,100.0,0.0
Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.667,0.0,57.143,30.0,37.5,50.0,27.273,18.519,14.286,12.5,31.429,14.634,10.219,23.034,3.784,0.538,8.824,5.556,4.425,15.985,7.877,7.006,6.548,7.438,9.25,6.103,5.333,4.459,2.887,9.176,8.09,14.809,2.71,1.958,1.786,1.887,3.511,7.904,3.244,11.668,6.864,3.673,6.202,1.023,2.168,3.617,6.113,2.574,0.947,0.435,0.145,0.217,0.503,0.358,0.499,0.284,0.071,0.354,0.563,0.56,1.107,0.687,0.0,0.137,0.0,0.546,0.272,0.542,0.203,0.871,0.067,0.067,0.0,0.067,100.0,0.0
Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,71.429,0.0,56.25,0.0,48.387,45.614,35.955,36.879,22.099,17.352,13.439,8.0,0.0,3.846,16.129,10.966,7.488,6.335,7.917,9.091,6.05,11.076,7.602,6.301,3.439,5.736,4.637,6.243,3.961,4.401,2.006,2.351,3.588,2.933,2.936,3.103,2.357,1.411,0.578,0.656,2.244,1.577,2.761,0.987,0.977,0.375,0.67,0.665,0.952,0.51,1.081,0.573,0.428,0.426,0.705,0.77,0.349,0.347,0.0,0.0,0.415,0.207,0.069,0.069,0.275,0.206,0.205,0.068,0.137,0.068,0.068,0.0,0.068,0.0,0.068,0.068,100.0,0.0
