Country,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,max_infection_rate,min_infect_rate
Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,42.857,0.0,42.619,30.952,25.442,25.0,23.492,23.42,16.215,17.391,14.778,13.541,13.438,12.527,11.056,10.991,9.828,8.87,8.513,8.125,7.756,7.606,7.345,6.864,6.677,6.318,6.273,6.031,5.887,5.59,5.527,5.243,5.131,5.017,4.913,4.805,4.631,4.407,4.319,4.206,4.134,4.092,3.985,3.849,3.745,3.637,3.585,3.515,3.441,3.391,3.331,3.256,3.188,3.109,3.07,3.029,2.982,2.934,2.865,2.805,2.745,2.734,2.689,2.654,2.588,2.558,2.5,2.474,2.445,2.422,2.388,2.351,2.319,2.276,2.243,2.226,2.199,2.172,2.143,2.11,2.084,2.05,2.033,2.02,3.12,0.0
Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,62.5,0.0,60.764,44.167,37.202,30.357,28.16,23.173,23.423,18.877,17.331,15.184,15.095,14.146,0.0,15.934,13.434,13.912,0.0,14.155,13.063,13.148,12.429,11.735,10.935,10.618,10.053,9.621,9.22,8.933,8.619,8.242,8.04,7.713,7.558,7.316,7.066,6.887,6.664,6.487,6.327,6.215,6.039,5.871,5.742,5.592,5.467,5.348,5.249,5.141,5.034,4.934,4.839,4.739,4.645,4.566,4.486,4.404,4.331,4.254,4.18,4.111,4.047,3.985,3.919,3.858,3.799,3.741,3.684,3.632,3.581,3.531,3.48,3.433,3.386,3.341,3.296,3.254,3.213,3.172,3.131,3.092,3.055,3.019,4.172,0.0
Syria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,60.0,0.0,0.0,0.0,56.111,38.0,0.0,0.0,37.917,0.0,0.0,34.756,0.0,0.0,0.0,0.0,0.0,33.411,0.0,0.0,31.231,27.941,0.0,26.597,0.0,24.594,0.0,23.252,0.0,0.0,0.0,0.0,21.757,0.0,0.0,0.0,0.0,20.458,0.0,0.0,0.0,0.0,19.318,0.0,18.432,0.0,0.0,0.0,0.0,17.524,0.0,16.812,15.87,15.595,0.0,0.0,0.0,19.432,0.0
Taiwan*,66.667,0.0,45.834,28.889,26.042,0.0,23.056,19.028,0.0,0.0,0.0,17.608,0.0,19.313,0.0,17.821,16.006,0.0,0.0,0.0,0.0,0.0,0.0,15.46,14.096,0.0,13.346,12.38,11.79,0.0,11.499,10.795,10.004,9.472,0.0,9.293,9.181,8.294,7.931,7.598,0.0,7.476,7.099,0.0,0.0,0.0,6.994,6.666,6.435,6.219,6.137,6.086,5.955,5.811,5.931,5.333,5.529,5.167,4.975,4.948,4.729,4.597,4.449,4.323,4.227,4.122,3.983,3.949,3.81,3.75,3.67,3.587,3.524,3.468,3.37,3.31,3.243,3.191,3.142,3.089,3.047,0.0,3.006,0.0,0.0,2.97,2.994,2.874,2.834,2.785,2.744,2.704,2.666,0.0,0.0,0.0,0.0,0.0,0.0,2.638,2.604,2.562,0.0,2.531,2.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.341,0.0
Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,60.088,35.156,28.87,20.25,17.527,14.723,12.41,11.471,0.0,11.102,10.336,9.515,9.028,8.905,8.134,7.527,7.031,6.6,6.212,10.224,0.0
Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,55.556,37.5,0.0,0.0,40.0,0.0,0.0,0.0,34.615,0.0,30.691,0.0,30.144,0.0,27.35,0.0,0.0,0.0,25.524,23.135,0.0,21.54,0.0,21.566,0.0,0.0,22.504,19.194,20.008,16.867,17.579,0.0,17.365,17.474,0.0,17.145,0.0,16.594,0.0,0.0,0.0,0.0,17.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.339,0.0
Thailand,6.667,-2.381,-6.944,0.0,5.506,0.0,0.0,9.668,0.0,0.0,0.0,12.057,0.0,0.0,0.0,13.459,0.0,0.0,12.156,0.0,0.0,0.0,0.0,11.132,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.592,8.967,0.0,8.465,7.856,0.0,7.487,0.0,0.0,7.551,6.729,6.462,0.0,0.0,6.419,6.324,6.287,5.59,5.428,6.016,5.55,5.125,4.919,4.942,4.546,4.599,4.764,4.163,3.913,3.758,3.627,3.453,3.38,3.332,3.211,3.1,3.002,2.901,2.826,2.741,2.689,2.578,2.51,2.521,2.419,2.367,2.316,2.262,2.215,2.178,2.135,2.096,2.059,2.026,1.991,1.955,1.918,1.885,1.853,1.854,0.0,1.833,1.802,1.774,1.749,1.723,1.698,1.674,1.649,1.634,1.604,1.582,1.562,1.544,1.523,1.504,1.486,1.466,0.0,1.448,1.433,0.0,1.417,1.401,1.384,1.368,1.839,0.0
Timor-Leste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,36.667,29.167,29.365,0.0,0.0,26.352,24.355,20.99,0.0,0.0,19.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.173,0.0
Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.963,35.938,0.0,30.972,25.625,22.399,0.0,20.599,0.0,0.0,20.162,17.656,15.486,14.374,12.869,11.945,11.441,11.808,10.327,9.552,8.89,8.437,0.0,0.0,8.097,0.0,7.953,0.0,7.712,7.34,0.0,0.0,7.14,6.863,0.0,6.691,6.596,6.223,0.0,6.05,6.118,5.829,5.642,0.0,5.499,5.365,5.215,0.0,5.214,5.122,4.948,4.995,4.673,4.685,4.578,4.448,4.383,4.336,4.016,4.094,3.88,3.766,5.642,0.0
Trinidad and Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,30.0,25.714,20.37,0.0,29.122,15.528,13.798,13.275,11.566,10.826,9.518,9.502,8.49,7.944,7.528,6.975,6.657,6.315,6.051,5.599,5.355,5.17,0.0,5.037,0.0,4.946,4.697,0.0,0.0,4.56,0.0,0.0,0.0,0.0,0.0,4.433,0.0,0.0,0.0,0.0,0.0,4.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.401,0.0
Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,52.5,35.714,0.0,39.137,27.097,0.0,24.96,22.928,20.692,19.575,18.122,15.36,14.977,13.694,13.226,13.164,11.215,10.679,10.401,9.551,0.0,10.063,9.019,8.65,8.346,8.118,7.564,7.295,7.066,6.712,6.546,6.398,6.14,5.991,5.806,5.65,5.535,5.413,5.268,0.0,5.179,5.025,0.0,4.97,4.814,4.692,4.618,4.501,4.423,4.309,4.215,4.148,4.047,3.983,3.894,3.824,3.753,3.684,3.616,3.559,3.495,0.0,0.0,0.0,0.0,0.0,3.441,3.383,0.0,3.338,3.278,3.226,4.714,0.0
Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,60.0,0.0,49.167,49.333,40.284,33.149,28.62,25.169,22.642,20.527,16.597,15.256,14.504,14.197,13.519,11.942,11.094,10.256,9.999,9.224,8.797,8.405,8.025,7.663,7.324,7.089,6.813,6.538,6.336,6.124,5.888,5.658,5.478,5.319,5.18,5.015,4.858,4.734,4.628,4.508,4.36,4.257,4.159,4.059,3.96,3.87,3.793,3.724,3.643,3.564,3.492,3.421,3.357,3.298,3.245,3.184,3.127,3.07,3.019,2.964,2.923,2.875,2.83,2.787,2.744,2.7,2.658,2.618,2.581,3.944,0.0
US,50.0,0.0,55.0,0.0,0.0,0.0,0.0,46.19,30.625,0.0,29.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.351,0.0,23.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.391,0.0,0.0,27.747,0.0,26.024,22.858,21.088,20.114,18.416,18.281,16.667,15.913,15.649,14.089,14.173,12.956,11.884,12.548,11.452,10.905,10.511,9.993,9.734,9.443,9.244,8.613,9.16,8.436,8.071,7.794,7.607,7.254,7.048,6.953,6.687,6.488,6.269,6.112,5.99,5.814,5.7,5.558,5.426,5.265,5.156,5.049,4.944,4.853,4.749,4.644,4.551,4.458,4.382,4.31,4.24,4.169,4.099,4.019,3.953,3.893,3.835,3.777,3.731,3.67,3.608,3.549,3.502,3.457,3.412,3.371,3.32,3.272,3.226,3.186,3.147,3.11,3.071,3.032,2.99,2.954,2.922,2.888,2.86,2.825,2.794,2.758,2.73,2.699,2.673,3.372,0.0
Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,62.963,0.0,56.151,0.0,52.747,41.323,33.385,0.0,32.337,0.0,28.991,26.494,0.0,24.785,0.0,0.0,22.877,0.0,0.0,0.0,21.26,0.0,19.871,0.0,0.0,18.665,0.0,0.0,17.61,16.952,15.731,15.518,14.066,0.0,13.637,0.0,0.0,13.129,12.556,12.03,11.591,11.058,10.912,10.264,9.944,9.579,0.0,9.687,9.109,0.0,9.021,8.785,8.703,8.686,8.164,0.0,8.172,7.864,7.59,9.807,0.0
Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.556,0.0,0.0,55.952,43.333,0.0,38.194,37.356,31.871,28.031,0.0,27.703,25.944,23.192,22.235,18.943,18.489,16.6,15.725,15.058,13.882,13.43,12.608,11.756,11.005,10.919,10.585,10.159,9.867,9.448,9.03,8.759,8.396,8.209,7.934,7.736,7.457,7.183,6.942,6.817,6.65,6.509,6.305,6.147,6.0,5.833,5.701,5.585,5.478,5.343,5.247,5.13,5.013,4.907,4.83,4.74,4.652,4.568,4.486,4.396,4.316,4.245,4.177,4.114,4.051,3.979,3.908,3.843,3.793,5.181,0.0
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,37.143,0.0,32.214,0.0,0.0,0.0,0.0,0.0,28.697,0.0,0.0,0.0,0.0,0.0,28.993,0.0,0.0,0.0,0.0,0.0,29.316,23.608,0.0,0.0,23.47,0.0,21.963,0.0,23.096,0.0,0.0,24.334,0.0,23.52,0.0,0.0,22.836,0.0,0.0,22.239,21.284,0.0,20.574,0.0,20.687,19.524,18.85,0.0,18.801,17.796,17.24,16.103,15.532,15.344,14.87,14.305,13.729,13.297,12.787,12.359,11.975,11.626,11.302,10.971,10.664,10.376,10.105,9.851,9.613,9.382,0.0,9.329,9.113,8.907,8.708,8.528,8.349,8.177,8.012,7.845,7.701,7.556,7.415,7.28,7.15,7.024,6.903,6.774,6.67,6.557,6.456,6.359,6.273,6.167,6.081,5.985,5.895,5.812,5.732,5.647,5.573,5.499,5.427,6.624,0.0
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,44.444,0.0,0.0,48.958,0.0,41.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.619,0.0,0.0,35.864,32.839,27.862,27.382,22.519,21.607,21.416,18.827,17.799,16.155,15.422,14.034,13.361,12.703,0.0,14.134,12.907,11.05,11.676,10.997,10.764,9.51,10.228,9.477,8.862,8.666,8.49,8.163,8.013,7.827,7.469,7.204,6.999,6.819,6.718,6.504,6.327,6.116,6.054,5.809,5.666,5.597,5.432,5.424,5.213,5.104,4.979,4.898,4.791,4.701,4.628,4.541,4.464,4.369,4.289,4.219,4.151,4.092,4.021,3.953,3.891,3.829,3.772,3.733,3.679,3.615,3.561,3.509,3.464,3.428,3.378,3.328,3.28,3.238,3.197,3.155,3.115,3.079,3.042,3.006,2.971,2.933,2.898,0.0,3.991,0.0
Uruguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,11.111,6.25,14.483,7.0,5.244,1.995,1.616,1.852,1.323,0.206,1.099,0.922,0.588,0.821,0.563,0.108,0.181,0.266,0.163,0.234,0.191,0.146,0.059,0.083,0.079,0.251,0.124,0.142,0.045,0.0,0.2,0.23,0.176,0.216,0.193,0.203,0.207,0.182,0.181,0.167,0.172,0.159,0.257,0.165,0.175,0.14,0.137,0.159,0.131,0.125,0.12,0.115,0.143,0.113,0.132,0.127,0.119,0.11,0.106,0.108,0.098,0.103,0.107,0.091,0.09,0.092,0.087,0.099,1.511,0.0
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,27.778,10.0,6.667,5.797,4.329,2.907,0.0,3.309,3.126,3.629,3.605,2.925,2.76,3.402,1.663,2.155,1.568,1.84,1.647,1.806,2.067,2.105,1.474,1.114,1.139,1.111,1.496,1.193,1.219,1.213,1.056,0.81,0.801,0.827,0.779,0.732,0.692,0.653,0.641,0.629,0.628,0.55,0.57,0.557,0.574,0.533,0.531,0.505,0.494,0.492,0.463,0.461,0.483,0.444,0.434,0.458,0.448,0.416,0.447,0.402,0.4,0.399,0.372,0.379,0.386,0.39,1.813,0.0
Venezuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,26.667,10.294,9.697,1.389,2.041,0.0,6.786,0.0,7.042,6.262,5.634,5.77,0.0,6.102,0.0,6.513,0.0,6.451,5.827,5.632,5.137,4.931,4.741,0.0,4.572,4.416,0.0,4.323,4.186,4.055,0.0,4.056,3.882,0.0,4.105,4.005,0.0,4.211,3.78,3.861,3.586,3.461,3.336,3.26,0.0,3.188,3.104,3.024,3.006,2.944,0.0,2.901,2.918,2.756,2.723,2.7,2.63,2.554,2.468,0.0,2.56,2.389,2.498,2.411,2.471,2.517,2.322,3.876,0.0
Vietnam,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.666,0.0,-2.778,0.0,0.0,2.917,0.0,6.949,0.0,6.981,5.916,0.0,5.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,8.766,0.0,8.262,8.84,6.94,7.477,6.599,5.814,5.639,5.291,5.245,4.971,4.488,4.13,4.542,3.991,3.835,3.563,3.537,3.35,3.241,3.17,3.066,2.872,2.74,2.768,2.553,2.47,2.38,2.35,2.289,2.211,2.176,2.106,2.048,2.027,1.973,1.914,1.873,1.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.783,0.0,0.0,0.0,1.864,0.0,0.0,0.0,0.0,0.0,0.0,1.976,1.805,1.783,1.739,1.719,0.0,0.0,3.444,0.0
West Bank and Gaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,14.286,14.062,0.0,14.408,13.862,9.94,0.0,9.101,9.001,7.748,0.0,7.277,6.863,6.484,5.99,5.304,5.323,5.255,0.0,0.0,6.617,5.107,4.824,4.735,4.335,3.994,4.189,4.244,4.09,3.702,3.492,3.312,3.067,2.907,0.0,2.862,2.742,2.683,2.595,2.61,2.5,2.398,2.419,2.3,2.243,2.218,0.0,2.208,2.124,2.096,2.038,0.0,0.0,2.0,1.959,0.0,1.971,0.0,0.0,1.981,1.941,1.872,1.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.798,1.784,1.761,1.712,1.7,3.336,0.0
Western Sahara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.333,0.0
Yemen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.111,0.0,49.405,42.667,0.0,38.333,36.97,28.167,0.0,27.978,0.0,28.514,23.703,22.138,19.919,19.247,18.108,16.557,15.088,14.075,14.419,13.052,16.753,0.0
Zambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,44.444,0.0,0.0,52.083,31.667,26.768,22.109,17.098,16.72,0.0,15.325,14.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.389,0.0,12.896,11.794,0.0,11.424,0.0,11.191,10.596,9.884,9.343,8.925,8.417,7.909,7.865,0.0,7.726,0.0,7.712,7.211,7.182,6.721,6.684,6.315,6.288,5.817,5.785,5.588,5.538,6.088,5.163,0.0,6.066,4.927,5.571,0.0,5.525,5.54,5.207,5.097,5.113,7.019,0.0
Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,22.222,0.0,0.0,0.0,0.0,0.0,26.667,19.048,0.0,0.0,17.956,0.0,16.978,0.0,0.0,0.0,16.106,14.216,0.0,0.0,14.332,12.28,0.0,12.728,0.0,13.755,0.0,13.07,12.188,0.0,0.0,12.096,0.0,0.0,11.587,11.11,0.0,10.69,0.0,0.0,11.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76,10.268,0.0,0.0,9.939,0.0,10.021,0.0,9.802,9.417,0.0,9.223,12.316,0.0
