Country,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,max_infection_rate,min_infect_rate
El Salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,55.556,0.0,0.0,51.667,42.222,32.906,0.0,32.716,27.284,24.16,20.369,0.0,20.512,17.88,17.042,15.24,14.255,13.451,12.93,11.855,11.35,10.227,9.966,9.657,9.206,8.749,8.269,8.117,7.797,7.47,7.293,6.893,6.734,6.528,6.438,0.0,6.485,6.291,6.078,5.971,5.711,5.623,5.434,5.401,5.337,5.067,4.993,4.919,4.756,4.634,4.672,4.483,4.329,4.239,4.215,4.161,4.015,3.962,3.888,3.827,3.743,5.296,0.0
Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,58.333,33.333,0.0,0.0,0.0,33.333,0.0,0.0,31.944,0.0,0.0,0.0,0.0,0.0,30.238,0.0,27.24,0.0,0.0,0.0,0.0,25.447,0.0,0.0,0.0,24.331,0.0,26.554,21.91,0.0,22.951,0.0,0.0,0.0,21.656,19.97,0.0,22.519,18.624,0.0,0.0,18.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.103,0.0,0.0,0.0,0.0,0.0,0.0,18.942,17.782,16.582,0.0,0.0,16.617,15.735,14.884,17.877,0.0
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,58.333,33.333,0.0,0.0,36.667,0.0,33.889,0.0,33.593,0.0,32.411,0.0,29.527,0.0,27.18,0.0,24.977,0.0,0.0,0.0,0.0,23.133,0.0,0.0,22.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.704,0.0
Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,45.833,44.0,0.0,0.0,0.0,39.444,35.0,0.0,40.593,30.7,27.775,23.78,21.157,19.83,17.741,16.71,15.782,14.773,14.021,13.137,12.683,12.853,11.429,11.124,10.417,10.001,9.578,9.236,9.079,8.818,8.417,8.074,7.687,7.532,7.295,7.052,6.918,6.717,6.457,6.326,6.2,6.023,5.89,5.738,5.648,5.468,5.336,5.236,5.114,5.042,4.916,4.84,4.721,4.627,4.552,4.461,4.399,4.303,4.229,4.154,4.086,4.024,3.953,3.895,3.833,3.776,3.717,3.658,3.607,3.555,3.506,3.457,3.406,3.359,3.318,3.272,3.226,4.481,0.0
Eswatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.333,0.0,0.0,0.0,52.083,41.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.389,0.0,33.571,0.0,0.0,0.0,31.161,26.852,0.0,0.0,24.792,0.0,25.017,0.0,23.627,22.905,0.0,0.0,22.261,22.232,18.928,18.059,17.012,16.829,15.339,14.449,13.619,13.102,12.551,12.012,11.578,11.755,10.769,10.353,10.1,9.661,9.458,9.072,0.0,8.852,8.723,8.33,8.118,7.916,7.783,9.984,0.0
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,60.0,0.0,49.167,0.0,46.0,0.0,41.364,0.0,36.645,0.0,0.0,35.189,0.0,33.925,29.021,26.641,24.322,0.0,23.769,21.411,20.233,18.383,18.073,16.518,15.455,15.285,14.174,13.394,12.866,12.567,11.816,11.518,10.964,10.73,10.16,9.819,9.5,9.175,0.0,8.922,8.755,8.411,8.178,7.978,7.807,7.547,7.377,0.0,7.233,7.111,6.943,6.945,6.895,6.449,6.441,6.4,6.112,5.986,5.801,5.738,5.666,5.58,5.428,5.447,5.239,5.194,6.696,0.0
Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,33.333,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.224,0.0,23.78,0.0,22.725,19.69,0.0,0.0,18.469,0.0,0.0,0.0,0.0,0.0,17.42,0.0,0.0,0.0,16.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.471,0.0
Finland,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,45.833,40.0,0.0,0.0,0.0,41.667,31.429,0.0,31.848,27.037,24.5,22.928,0.0,26.178,21.793,18.571,17.608,16.619,15.098,14.9,13.859,13.308,12.793,11.944,11.47,10.925,10.414,10.007,9.741,9.218,8.982,8.562,8.198,8.03,7.825,7.835,7.273,7.323,6.971,6.826,6.583,6.453,6.265,6.06,5.933,5.802,5.657,5.568,5.439,5.363,5.202,5.088,5.016,4.904,4.827,4.717,4.618,4.543,4.469,4.365,4.332,4.233,4.153,4.107,4.027,3.962,3.904,3.865,3.791,3.726,3.69,3.623,3.557,3.507,3.466,3.428,3.38,3.331,3.288,3.24,3.196,3.161,4.348,0.0
France,100.0,16.666,0.0,0.0,19.444,13.333,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,19.242,0.0,0.0,0.0,0.0,0.0,0.0,17.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.259,16.223,17.642,14.284,13.899,11.297,11.123,8.677,9.56,8.706,9.214,8.178,6.968,6.219,7.084,6.328,0.0,7.636,6.547,5.629,6.583,5.676,5.551,5.413,5.147,4.917,4.743,4.848,4.474,4.366,4.295,4.134,4.049,3.799,3.791,3.811,3.583,3.391,3.414,3.299,3.154,3.141,3.069,3.005,2.951,2.891,2.808,3.104,2.7,2.667,2.596,2.657,2.49,2.426,2.439,2.372,2.338,0.0,2.346,2.304,2.269,2.225,2.22,2.182,0.0,2.178,2.141,2.122,2.086,2.06,2.036,2.027,1.98,1.959,1.929,1.903,1.88,1.86,0.0,1.844,1.821,0.0,1.8,1.781,1.764,1.743,2.842,0.0
Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,55.556,31.25,24.0,0.0,22.778,0.0,21.565,0.0,0.0,0.0,0.0,25.9,18.007,16.524,0.0,0.0,0.0,16.158,15.437,13.616,13.426,0.0,12.821,12.131,11.882,0.0,12.82,0.0,13.509,0.0,12.88,12.659,12.716,11.422,10.72,10.383,9.96,0.0,10.205,9.653,9.404,0.0,0.0,9.678,0.0,9.647,9.309,0.0,9.67,9.312,8.688,0.0,8.935,8.41,8.372,8.029,7.819,7.622,0.0,7.627,7.376,7.197,9.167,0.0
Gambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,31.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.123,25.802,25.33,0.0,0.0,0.0,0.0,23.532,21.942,0.0,0.0,20.953,0.0,19.767,0.0,0.0,0.0,0.0,18.727,0.0,0.0,23.807,0.0
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,55.556,0.0,0.0,0.0,47.917,0.0,0.0,52.18,34.167,0.0,34.643,0.0,30.813,28.796,25.159,0.0,23.139,21.843,19.738,18.469,17.589,16.303,15.474,14.692,13.593,12.833,12.21,11.789,10.987,10.968,10.318,9.907,9.788,9.469,8.825,8.616,8.356,7.99,7.839,7.494,7.384,7.08,6.958,6.766,6.69,6.339,6.431,6.132,5.959,5.753,5.635,5.501,5.394,5.286,5.222,5.084,5.054,4.881,4.799,4.681,4.649,4.578,4.462,4.358,4.276,4.224,4.141,4.071,4.014,3.939,3.892,3.819,3.764,3.711,3.69,3.603,3.568,3.518,3.458,3.411,3.366,4.626,0.0
Germany,0.0,0.0,0.0,50.0,25.0,0.0,0.0,23.75,22.5,15.833,13.095,0.0,0.0,0.0,12.42,0.0,11.834,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.353,13.003,12.331,8.798,10.55,9.89,8.073,7.66,7.589,8.232,7.003,6.143,6.182,5.44,5.532,5.486,4.71,5.802,4.788,4.663,4.494,4.389,4.361,4.075,4.052,3.601,3.505,3.51,3.357,3.266,3.27,3.158,3.043,2.866,2.804,2.736,2.698,2.649,2.571,2.483,2.412,2.349,2.32,2.296,2.239,2.183,2.126,2.091,2.046,2.0,1.992,1.954,1.93,1.881,1.85,1.822,1.788,1.773,1.748,1.717,1.69,1.664,1.639,1.618,1.6,1.578,1.554,1.533,1.512,1.491,1.475,1.46,1.443,1.425,1.405,1.388,1.372,1.356,1.343,1.325,1.312,1.297,1.283,1.267,1.26,1.244,2.258,0.0
Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.667,0.0,16.072,0.0,20.13,15.923,11.439,10.21,8.789,11.334,9.754,7.819,5.226,4.794,4.768,0.0,4.82,5.233,4.219,3.79,0.0,3.811,0.0,4.841,3.842,4.061,0.0,4.199,4.853,0.0,5.09,0.0,4.93,0.0,5.581,5.278,0.0,0.0,5.426,0.0,5.566,0.0,5.939,0.0,5.978,0.0,6.374,0.0,6.317,0.0,6.703,0.0,6.847,0.0,7.271,6.647,0.0,6.713,6.526,6.296,6.08,5.935,5.798,0.0,0.0,5.801,5.61,7.519,0.0
Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,22.222,6.25,0.0,13.571,0.0,0.0,15.013,19.832,12.371,7.781,10.484,0.0,11.166,9.579,0.0,12.526,9.401,9.737,0.0,10.033,9.028,0.0,9.391,8.425,8.427,7.795,7.27,7.086,6.727,6.446,6.247,5.989,5.646,5.56,5.354,5.22,4.93,4.76,4.619,4.418,4.38,4.223,4.134,4.007,3.921,3.781,3.689,3.596,3.511,3.426,3.353,3.276,0.0,3.217,3.275,3.085,3.063,2.982,2.917,2.859,2.812,2.772,2.708,2.665,2.623,2.571,2.528,2.487,2.45,2.418,2.377,2.34,2.309,2.268,2.237,2.209,2.177,2.143,2.129,2.085,2.06,2.027,2.001,1.978,3.215,0.0
Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,61.905,0.0,0.0,51.984,0.0,0.0,0.0,43.587,37.434,0.0,0.0,0.0,0.0,0.0,0.0,34.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.694,0.0,0.0,29.136,0.0,0.0,26.749,24.293,0.0,0.0,22.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.272,0.0,0.0,0.0,0.0,0.0,26.895,0.0
Guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,41.667,0.0,40.0,31.944,28.011,22.149,19.074,17.143,16.288,14.222,13.645,13.165,0.0,12.658,11.849,10.993,11.185,10.017,10.117,0.0,10.248,9.611,9.297,8.782,9.078,8.091,7.924,7.25,7.205,6.986,6.791,6.586,6.403,6.203,6.098,5.668,5.657,5.791,5.463,5.286,5.067,4.953,0.0,4.95,4.887,4.778,4.661,4.471,4.411,4.333,4.248,4.159,4.145,4.055,4.002,3.883,3.841,3.836,3.786,3.654,3.58,0.0,3.649,3.632,3.502,4.919,0.0
Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,50.0,39.61,0.0,37.993,35.509,30.604,28.319,23.795,21.749,20.599,19.298,18.296,16.81,16.248,0.0,16.532,15.23,14.411,13.647,13.072,12.516,12.12,11.515,11.188,10.788,10.489,10.071,9.571,0.0,9.72,9.179,8.968,8.752,8.317,8.102,0.0,8.08,7.83,7.555,7.402,7.235,7.009,6.923,0.0,6.916,6.692,6.567,0.0,6.575,0.0,6.541,6.359,0.0,8.195,0.0
Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,58.333,0.0,46.528,0.0,45.222,33.796,0.0,0.0,35.462,0.0,32.071,0.0,29.092,0.0,0.0,0.0,27.346,0.0,0.0,25.453,23.455,0.0,0.0,0.0,0.0,21.946,0.0,20.514,20.847,0.0,23.568,0.0,23.372,0.0,0.0,24.172,0.0,23.587,22.544,20.959,20.11,19.426,18.321,17.692,16.808,16.427,0.0,16.047,15.367,14.92,14.326,14.007,16.471,0.0
Guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,58.333,0.0,54.464,0.0,0.0,0.0,0.0,56.203,37.143,0.0,0.0,0.0,0.0,37.194,0.0,0.0,36.711,33.022,0.0,31.459,0.0,28.978,28.098,24.665,23.243,0.0,0.0,22.879,0.0,0.0,21.715,21.043,0.0,20.579,0.0,19.658,0.0,18.751,17.857,17.172,16.418,0.0,15.79,0.0,0.0,15.364,14.763,0.0,0.0,0.0,14.619,13.747,0.0,0.0,13.31,0.0,13.186,12.599,12.172,0.0,0.0,11.882,11.482,0.0,11.315,10.866,0.0,13.275,0.0
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,55.556,28.572,22.5,0.0,0.0,0.0,26.528,0.0,0.0,23.631,0.0,22.066,19.491,17.018,16.174,14.118,13.294,12.53,11.243,10.717,0.0,11.116,0.0,10.634,0.0,10.319,9.685,9.419,9.498,0.0,9.436,9.285,0.0,0.0,9.022,8.672,0.0,0.0,8.58,8.221,0.0,8.055,8.073,7.457,0.0,7.903,7.358,6.897,7.092,6.78,0.0,6.886,6.8,6.565,6.438,6.478,6.156,0.0,6.258,8.149,0.0
Holy See,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.333,0.0,0.0,0.0,52.083,0.0,0.0,0.0,0.0,44.524,0.0,0.0,0.0,0.0,0.0,39.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.029,0.0,29.48,0.0,0.0,0.0,0.0,0.0,27.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.969,0.0
Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,44.444,37.5,25.0,18.518,17.857,18.75,0.0,17.521,16.333,0.0,16.364,16.175,14.374,13.697,11.798,11.512,9.691,10.075,9.726,8.234,8.535,7.492,7.539,6.901,6.623,6.63,6.427,5.924,5.641,5.478,5.348,5.194,4.999,4.91,4.76,4.625,4.443,4.389,4.268,4.127,4.281,4.026,0.0,4.052,3.975,3.866,3.769,3.685,3.947,3.538,3.59,3.457,3.503,3.441,3.221,3.133,3.148,3.073,0.0,3.171,3.031,3.032,2.955,2.89,2.882,2.835,0.0,4.33,0.0
Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,35.714,24.444,0.0,25.499,0.0,26.367,23.707,17.693,17.094,15.908,13.899,13.349,11.936,11.364,10.898,10.268,9.094,8.96,8.32,7.904,7.524,7.344,6.738,6.485,6.126,6.046,5.682,5.555,5.35,4.983,5.06,4.9,4.755,4.875,4.504,4.327,4.113,4.014,3.931,3.839,3.793,3.648,3.574,3.476,3.444,3.324,3.293,3.255,0.0,3.236,3.19,3.115,3.063,2.986,2.956,2.896,2.831,2.771,2.72,2.683,2.635,2.587,2.549,2.516,2.464,2.43,2.393,2.363,2.327,2.302,2.261,2.225,2.193,2.171,3.46,0.0
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,55.556,37.5,29.091,26.282,17.647,15.116,12.667,0.0,12.779,11.813,11.069,10.114,9.795,8.54,7.673,7.0,7.343,6.632,6.912,6.348,5.797,5.684,4.892,4.93,4.849,4.522,4.425,4.192,3.986,3.873,3.697,3.666,3.574,3.351,3.271,3.207,3.128,2.962,2.896,2.828,2.753,2.67,2.607,2.546,2.49,2.434,2.389,2.344,2.287,2.247,2.194,2.156,2.118,2.077,0.0,2.041,2.006,0.0,1.974,1.94,0.0,1.908,0.0,1.878,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,1.821,0.0,0.0,0.0,0.0,0.0,0.0,1.793,3.303,0.0
India,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.667,0.0,42.579,25.714,22.07,20.24,18.615,16.603,16.379,14.078,13.457,12.287,12.059,10.769,9.91,9.975,9.115,9.187,8.81,8.669,7.917,7.759,6.932,7.102,6.534,6.599,6.115,5.708,5.984,5.569,5.983,5.565,4.841,5.136,4.933,5.083,4.584,4.477,4.413,4.298,4.168,4.035,4.028,3.879,3.752,3.706,3.595,3.57,3.54,3.364,3.352,3.261,3.227,3.145,3.103,3.036,2.977,2.94,2.88,2.833,2.809,2.761,2.726,2.713,2.637,2.61,2.561,2.52,2.476,2.463,2.411,2.374,2.344,2.314,2.279,2.262,2.233,2.197,2.184,2.148,3.254,0.0
Indonesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,45.833,43.684,29.938,24.37,0.0,27.664,22.079,18.854,16.661,16.057,14.986,14.114,12.42,11.787,10.767,10.101,9.799,9.188,8.672,8.419,7.827,7.529,7.188,6.848,6.647,6.318,6.223,5.855,5.76,5.604,5.443,5.234,5.166,4.912,4.843,4.737,4.552,4.41,4.302,4.226,4.127,3.995,3.901,3.768,3.741,3.633,3.575,3.518,3.435,3.34,3.263,3.24,3.15,3.107,3.065,2.988,2.944,2.9,2.862,2.799,2.75,2.705,2.685,2.626,2.57,2.557,2.537,2.488,2.444,2.412,2.375,2.342,2.31,2.292,3.514,0.0
